view_history,rt,trial_type,trial_index,trial_number,time_elapsed,internal_node_id,subject,category,typicality_condition,image_name,full_image_name,nameability,responses,typicality_rating
,5583,survey-likert,1,1,9092,0.0-1.0,p538763,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":3}",4
,3551,survey-likert,2,2,12644,0.0-2.0,p538763,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":4}",5
,2398,survey-likert,3,3,15043,0.0-3.0,p538763,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,1898,survey-likert,4,4,16943,0.0-4.0,p538763,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":3}",4
,3139,survey-likert,5,5,20083,0.0-5.0,p538763,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":3}",4
,3468,survey-likert,6,6,23553,0.0-6.0,p538763,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,1979,survey-likert,7,7,25533,0.0-7.0,p538763,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":4}",5
,3938,survey-likert,8,8,29472,0.0-8.0,p538763,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":4}",5
,3518,survey-likert,9,9,32994,0.0-9.0,p538763,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":3}",4
,3468,survey-likert,10,10,36463,0.0-10.0,p538763,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,11919,survey-likert,11,11,48383,0.0-11.0,p538763,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,3858,survey-likert,12,12,52243,0.0-12.0,p538763,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":3}",4
,1988,survey-likert,13,13,54232,0.0-13.0,p538763,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":3}",4
,2960,survey-likert,14,14,57193,0.0-14.0,p538763,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":2}",3
,3688,survey-likert,15,15,60883,0.0-15.0,p538763,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":4}",5
,12796,survey-likert,16,16,73680,0.0-16.0,p538763,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":3}",4
,2917,survey-likert,17,17,76603,0.0-17.0,p538763,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":3}",4
,6868,survey-likert,18,18,83473,0.0-18.0,p538763,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":4}",5
,2939,survey-likert,19,19,86413,0.0-19.0,p538763,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":3}",4
,4218,survey-likert,20,20,90633,0.0-20.0,p538763,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":2059}]",2059,instructions,21,NA,92693,0.0-21.0,p538763,NA,NA,,NA,NA,,NA
,3100,survey-likert,22,21,95793,0.0-22.0,p538763,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,2946,survey-likert,23,22,98740,0.0-23.0,p538763,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":3}",4
,2532,survey-likert,24,23,101278,0.0-24.0,p538763,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":4}",5
,4853,survey-likert,25,24,106133,0.0-25.0,p538763,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":4}",5
,3273,survey-likert,26,25,109408,0.0-26.0,p538763,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,5419,survey-likert,27,26,114828,0.0-27.0,p538763,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,4363,survey-likert,28,27,119194,0.0-28.0,p538763,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":4}",5
,4133,survey-likert,29,28,123329,0.0-29.0,p538763,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2964,survey-likert,30,29,126293,0.0-30.0,p538763,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":4}",5
,3578,survey-likert,31,30,129873,0.0-31.0,p538763,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":2}",3
,2908,survey-likert,32,31,132784,0.0-32.0,p538763,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":3}",4
,2698,survey-likert,33,32,135484,0.0-33.0,p538763,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,4418,survey-likert,34,33,139904,0.0-34.0,p538763,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,3858,survey-likert,35,34,143763,0.0-35.0,p538763,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":4}",5
,2888,survey-likert,36,35,146655,0.0-36.0,p538763,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":3}",4
,3496,survey-likert,37,36,150154,0.0-37.0,p538763,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":26853}]",26853,instructions,0,NA,26868,0.0-0.0,p542450,NA,NA,,NA,NA,,NA
,11373,survey-likert,1,1,38242,0.0-1.0,p542450,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":3}",4
,10878,survey-likert,2,2,49122,0.0-2.0,p542450,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":2}",3
,2841,survey-likert,3,3,51965,0.0-3.0,p542450,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":3}",4
,4789,survey-likert,4,4,56756,0.0-4.0,p542450,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":0}",1
,3139,survey-likert,5,5,59897,0.0-5.0,p542450,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":3}",4
,3020,survey-likert,6,6,62919,0.0-6.0,p542450,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":3}",4
,3328,survey-likert,7,7,66248,0.0-7.0,p542450,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":1}",2
,4947,survey-likert,8,8,71197,0.0-8.0,p542450,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,3388,survey-likert,9,9,74587,0.0-9.0,p542450,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":1}",2
,6782,survey-likert,10,10,81371,0.0-10.0,p542450,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,2961,survey-likert,11,11,84334,0.0-11.0,p542450,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,3516,survey-likert,12,12,87851,0.0-12.0,p542450,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":4}",5
,3357,survey-likert,13,13,91210,0.0-13.0,p542450,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":2}",3
,1972,survey-likert,14,14,93184,0.0-14.0,p542450,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":3}",4
,3566,survey-likert,15,15,96752,0.0-15.0,p542450,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":4}",5
,2331,survey-likert,16,16,99086,0.0-16.0,p542450,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,3884,survey-likert,17,17,102971,0.0-17.0,p542450,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":4904}]",4904,instructions,18,NA,107876,0.0-18.0,p542450,NA,NA,,NA,NA,,NA
,5518,survey-likert,19,18,113396,0.0-19.0,p542450,fish,typical,bluegill,bluegill_600x600.jpg,0.882352941176471,"{""Q0"":3}",4
,3960,survey-likert,20,19,117357,0.0-20.0,p542450,fish,atypical,betafish,betafish_600x600.jpg,0.551724137931034,"{""Q0"":4}",5
,4936,survey-likert,21,20,122294,0.0-21.0,p542450,fish,atypical,stingray,stingray_600x600.jpg,0.448275862068966,"{""Q0"":1}",2
,2990,survey-likert,22,21,125285,0.0-22.0,p542450,fish,atypical,cuttlefish,cuttlefish_600x600.jpg,0.6,"{""Q0"":0}",1
,1877,survey-likert,23,22,127163,0.0-23.0,p542450,fish,typical,sergeantmajor,sergeantmajor_600x600.jpg,0.939393939393939,"{""Q0"":3}",4
,2186,survey-likert,24,23,129350,0.0-24.0,p542450,fish,typical,bluetang,bluetang_600x600.jpg,0.764705882352941,"{""Q0"":3}",4
,3517,survey-likert,25,24,132869,0.0-25.0,p542450,fish,atypical,lionfish,lionfish_600x600.jpg,0.785714285714286,"{""Q0"":1}",2
,3460,survey-likert,26,25,136331,0.0-26.0,p542450,fish,typical,bass,bass_600x600.jpg,0.90625,"{""Q0"":3}",4
,5078,survey-likert,27,26,141411,0.0-27.0,p542450,fish,atypical,sturgeon,sturgeon_600x600.jpg,0.633333333333333,"{""Q0"":1}",2
,3371,survey-likert,28,27,144784,0.0-28.0,p542450,fish,atypical,pufferfish,pufferfish_600x600.jpg,0.344827586206897,"{""Q0"":0}",1
,2538,survey-likert,29,28,147324,0.0-29.0,p542450,fish,atypical,catfish,catfish_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
,4617,survey-likert,30,29,151942,0.0-30.0,p542450,fish,atypical,seahorse,seahorse_600x600.jpg,0.8,"{""Q0"":1}",2
,3034,survey-likert,31,30,154978,0.0-31.0,p542450,fish,typical,clownfish,clownfish_600x600.jpg,0.65625,"{""Q0"":4}",5
,1928,survey-likert,32,31,156908,0.0-32.0,p542450,fish,typical,goldfish,goldfish_600x600.jpg,0.515151515151515,"{""Q0"":4}",5
,2426,survey-likert,33,32,159336,0.0-33.0,p542450,fish,typical,koi,koi_600x600.jpg,0.393939393939394,"{""Q0"":4}",5
,2021,survey-likert,34,33,161358,0.0-34.0,p542450,fish,atypical,salmon,salmon_600x600.jpg,0.7,"{""Q0"":3}",4
,2860,survey-likert,35,34,164219,0.0-35.0,p542450,fish,typical,angelfish,angelfish_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":1725}]",1726,instructions,0,NA,1740,0.0-0.0,p555521,NA,NA,,NA,NA,,NA
,1860,survey-likert,1,1,3604,0.0-1.0,p555521,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,1303,survey-likert,2,2,4912,0.0-2.0,p555521,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":3}",4
,1421,survey-likert,3,3,6337,0.0-3.0,p555521,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,1171,survey-likert,4,4,7515,0.0-4.0,p555521,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":2}",3
,1174,survey-likert,5,5,8704,0.0-5.0,p555521,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":3}",4
,1949,survey-likert,6,6,10659,0.0-6.0,p555521,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,1280,survey-likert,7,7,11947,0.0-7.0,p555521,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":3}",4
,1299,survey-likert,8,8,13255,0.0-8.0,p555521,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":3}",4
,1824,survey-likert,9,9,15089,0.0-9.0,p555521,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":3}",4
,1218,survey-likert,10,10,16317,0.0-10.0,p555521,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":2}",3
,1091,survey-likert,11,11,17421,0.0-11.0,p555521,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":3}",4
,1170,survey-likert,12,12,18599,0.0-12.0,p555521,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,1070,survey-likert,13,13,19675,0.0-13.0,p555521,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
,1115,survey-likert,14,14,20798,0.0-14.0,p555521,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
,1885,survey-likert,15,15,22692,0.0-15.0,p555521,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":3}",4
,892,survey-likert,16,16,23592,0.0-16.0,p555521,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":3}",4
,856,survey-likert,17,17,24460,0.0-17.0,p555521,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":1417}]",1419,instructions,18,NA,25882,0.0-18.0,p555521,NA,NA,,NA,NA,,NA
,1314,survey-likert,19,18,27205,0.0-19.0,p555521,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":2}",3
,878,survey-likert,20,19,28090,0.0-20.0,p555521,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":3}",4
,798,survey-likert,21,20,28895,0.0-21.0,p555521,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":3}",4
,872,survey-likert,22,21,29776,0.0-22.0,p555521,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,944,survey-likert,23,22,30722,0.0-23.0,p555521,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":2}",3
,1051,survey-likert,24,23,31777,0.0-24.0,p555521,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":3}",4
,740,survey-likert,25,24,32525,0.0-25.0,p555521,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":2}",3
,874,survey-likert,26,25,33402,0.0-26.0,p555521,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":3}",4
,1165,survey-likert,27,26,34582,0.0-27.0,p555521,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
,1610,survey-likert,28,27,36204,0.0-28.0,p555521,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,1963,survey-likert,29,28,38172,0.0-29.0,p555521,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":4}",5
,1032,survey-likert,30,29,39219,0.0-30.0,p555521,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":3}",4
,1384,survey-likert,31,30,40607,0.0-31.0,p555521,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,1274,survey-likert,32,31,41900,0.0-32.0,p555521,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":4}",5
,1443,survey-likert,33,32,43350,0.0-33.0,p555521,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,1254,survey-likert,34,33,44612,0.0-34.0,p555521,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":15497}]",15498,instructions,0,NA,15635,0.0-0.0,p562807,NA,NA,,NA,NA,,NA
,7792,survey-likert,1,1,23431,0.0-1.0,p562807,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":3}",4
,2939,survey-likert,2,2,26375,0.0-2.0,p562807,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":1}",2
,3341,survey-likert,3,3,29719,0.0-3.0,p562807,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":1}",2
,2242,survey-likert,4,4,31964,0.0-4.0,p562807,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,2239,survey-likert,5,5,34208,0.0-5.0,p562807,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":2}",3
,4869,survey-likert,6,6,39080,0.0-6.0,p562807,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":0}",1
,3753,survey-likert,7,7,42838,0.0-7.0,p562807,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":1}",2
,3062,survey-likert,8,8,45905,0.0-8.0,p562807,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":0}",1
,2362,survey-likert,9,9,48271,0.0-9.0,p562807,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":1}",2
,4013,survey-likert,10,10,52288,0.0-10.0,p562807,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,2329,survey-likert,11,11,54621,0.0-11.0,p562807,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":3}",4
,2161,survey-likert,12,12,56787,0.0-12.0,p562807,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":2}",3
,1924,survey-likert,13,13,58716,0.0-13.0,p562807,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":1}",2
,2636,survey-likert,14,14,61356,0.0-14.0,p562807,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,2842,survey-likert,15,15,64205,0.0-15.0,p562807,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":1}",2
,2321,survey-likert,16,16,66530,0.0-16.0,p562807,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":3}",4
,2388,survey-likert,17,17,68921,0.0-17.0,p562807,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":3828}]",3828,instructions,18,NA,72750,0.0-18.0,p562807,NA,NA,,NA,NA,,NA
,3815,survey-likert,19,18,76570,0.0-19.0,p562807,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2606,survey-likert,20,19,79181,0.0-20.0,p562807,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,1816,survey-likert,21,20,81000,0.0-21.0,p562807,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":2}",3
,2570,survey-likert,22,21,83573,0.0-22.0,p562807,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":3}",4
,2029,survey-likert,23,22,85606,0.0-23.0,p562807,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":2}",3
,2865,survey-likert,24,23,88476,0.0-24.0,p562807,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":1}",2
,2100,survey-likert,25,24,90581,0.0-25.0,p562807,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":2}",3
,2854,survey-likert,26,25,93440,0.0-26.0,p562807,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,3117,survey-likert,27,26,96560,0.0-27.0,p562807,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":3}",4
,4159,survey-likert,28,27,100723,0.0-28.0,p562807,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":2}",3
,2180,survey-likert,29,28,102907,0.0-29.0,p562807,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":2}",3
,2429,survey-likert,30,29,105343,0.0-30.0,p562807,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":4}",5
,2815,survey-likert,31,30,108165,0.0-31.0,p562807,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":2}",3
,2208,survey-likert,32,31,110376,0.0-32.0,p562807,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2047,survey-likert,33,32,112427,0.0-33.0,p562807,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":2}",3
,2000,survey-likert,34,33,114432,0.0-34.0,p562807,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":3}",4
,1843,survey-likert,35,34,116280,0.0-35.0,p562807,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":3}",4
,1994,survey-likert,36,35,118277,0.0-36.0,p562807,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":2}",3
,2199,survey-likert,37,36,120479,0.0-37.0,p562807,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":0}",1
,2202,survey-likert,38,37,122685,0.0-38.0,p562807,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":3}",4
"[{""page_index"":0,""viewing_time"":18718}]",18720,instructions,0,NA,18760,0.0-0.0,p591810,NA,NA,,NA,NA,,NA
,4827,survey-likert,1,1,23592,0.0-1.0,p591810,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":1}",2
,6046,survey-likert,2,2,29643,0.0-2.0,p591810,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":3}",4
,5589,survey-likert,3,3,35234,0.0-3.0,p591810,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":3}",4
,2674,survey-likert,4,4,37911,0.0-4.0,p591810,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":0}",1
,2468,survey-likert,5,5,40383,0.0-5.0,p591810,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2408,survey-likert,6,6,42794,0.0-6.0,p591810,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":1}",2
,3071,survey-likert,7,7,45868,0.0-7.0,p591810,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":2}",3
,5071,survey-likert,8,8,50942,0.0-8.0,p591810,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":4}",5
,2908,survey-likert,9,9,53855,0.0-9.0,p591810,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":4}",5
,2911,survey-likert,10,10,56771,0.0-10.0,p591810,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,2132,survey-likert,11,11,58906,0.0-11.0,p591810,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":1}",2
,2435,survey-likert,12,12,61344,0.0-12.0,p591810,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":0}",1
,2329,survey-likert,13,13,63677,0.0-13.0,p591810,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,4894,survey-likert,14,14,68574,0.0-14.0,p591810,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":3}",4
,2830,survey-likert,15,15,71407,0.0-15.0,p591810,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,4289,survey-likert,16,16,75699,0.0-16.0,p591810,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":3747}]",3748,instructions,17,NA,79449,0.0-17.0,p591810,NA,NA,,NA,NA,,NA
,4183,survey-likert,18,17,83636,0.0-18.0,p591810,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,3624,survey-likert,19,18,87264,0.0-19.0,p591810,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":1}",2
,3444,survey-likert,20,19,90711,0.0-20.0,p591810,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":3}",4
,2327,survey-likert,21,20,93040,0.0-21.0,p591810,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2333,survey-likert,22,21,95377,0.0-22.0,p591810,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":4}",5
,3163,survey-likert,23,22,98542,0.0-23.0,p591810,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":0}",1
,3234,survey-likert,24,23,101778,0.0-24.0,p591810,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":1}",2
,3304,survey-likert,25,24,105085,0.0-25.0,p591810,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":3}",4
,2819,survey-likert,26,25,107906,0.0-26.0,p591810,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":0}",1
,2444,survey-likert,27,26,110352,0.0-27.0,p591810,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,4293,survey-likert,28,27,114651,0.0-28.0,p591810,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":4}",5
,11001,survey-likert,29,28,125662,0.0-29.0,p591810,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2114,survey-likert,30,29,127781,0.0-30.0,p591810,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":4}",5
,8771,survey-likert,31,30,136556,0.0-31.0,p591810,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,2332,survey-likert,32,31,138892,0.0-32.0,p591810,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2329,survey-likert,33,32,141224,0.0-33.0,p591810,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":4}",5
,2716,survey-likert,34,33,143945,0.0-34.0,p591810,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":3}",4
,2390,survey-likert,35,34,146339,0.0-35.0,p591810,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2593,survey-likert,36,35,148935,0.0-36.0,p591810,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":0}",1
,2262,survey-likert,37,36,151200,0.0-37.0,p591810,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":422138}]",422138,instructions,0,NA,422142,0.0-0.0,p595319,NA,NA,,NA,NA,,NA
,4921,survey-likert,1,1,427067,0.0-1.0,p595319,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,3846,survey-likert,2,2,430915,0.0-2.0,p595319,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,2090,survey-likert,3,3,433009,0.0-3.0,p595319,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
