view_history,rt,trial_type,trial_index,trial_number,time_elapsed,internal_node_id,subject,category,typicality_condition,image_name,full_image_name,nameability,responses,typicality_rating
,2915,survey-likert,31,30,99476,0.0-31.0,p335069,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2294,survey-likert,32,31,101771,0.0-32.0,p335069,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":2}",3
,1978,survey-likert,33,32,103751,0.0-33.0,p335069,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,2387,survey-likert,34,33,106139,0.0-34.0,p335069,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":4}",5
,3407,survey-likert,35,34,109548,0.0-35.0,p335069,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":2}",3
,2325,survey-likert,36,35,111875,0.0-36.0,p335069,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":3}",4
,2196,survey-likert,37,36,114072,0.0-37.0,p335069,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,2091,survey-likert,38,37,116164,0.0-38.0,p335069,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":3271}]",3271,instructions,0,NA,3297,0.0-0.0,p349374,NA,NA,,NA,NA,,NA
,3819,survey-likert,1,1,7118,0.0-1.0,p349374,fish,atypical,seahorse,seahorse_600x600.jpg,0.8,"{""Q0"":1}",2
,1653,survey-likert,2,2,8773,0.0-2.0,p349374,fish,typical,goldfish,goldfish_600x600.jpg,0.515151515151515,"{""Q0"":4}",5
,2087,survey-likert,3,3,10861,0.0-3.0,p349374,fish,atypical,lionfish,lionfish_600x600.jpg,0.785714285714286,"{""Q0"":3}",4
,1783,survey-likert,4,4,12645,0.0-4.0,p349374,fish,atypical,catfish,catfish_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
,1774,survey-likert,5,5,14421,0.0-5.0,p349374,fish,typical,koi,koi_600x600.jpg,0.393939393939394,"{""Q0"":4}",5
,2223,survey-likert,6,6,16645,0.0-6.0,p349374,fish,typical,sergeantmajor,sergeantmajor_600x600.jpg,0.939393939393939,"{""Q0"":4}",5
,2255,survey-likert,7,7,18901,0.0-7.0,p349374,fish,atypical,cuttlefish,cuttlefish_600x600.jpg,0.6,"{""Q0"":2}",3
,1646,survey-likert,8,8,20549,0.0-8.0,p349374,fish,typical,angelfish,angelfish_600x600.jpg,0.823529411764706,"{""Q0"":4}",5
,1511,survey-likert,9,9,22061,0.0-9.0,p349374,fish,typical,bluegill,bluegill_600x600.jpg,0.882352941176471,"{""Q0"":4}",5
,1383,survey-likert,10,10,23445,0.0-10.0,p349374,fish,typical,bass,bass_600x600.jpg,0.90625,"{""Q0"":4}",5
,1807,survey-likert,11,11,25253,0.0-11.0,p349374,fish,typical,bluetang,bluetang_600x600.jpg,0.764705882352941,"{""Q0"":3}",4
,1518,survey-likert,12,12,26773,0.0-12.0,p349374,fish,typical,clownfish,clownfish_600x600.jpg,0.65625,"{""Q0"":4}",5
,2766,survey-likert,13,13,29541,0.0-13.0,p349374,fish,atypical,stingray,stingray_600x600.jpg,0.448275862068966,"{""Q0"":1}",2
,1992,survey-likert,14,14,31533,0.0-14.0,p349374,fish,atypical,betafish,betafish_600x600.jpg,0.551724137931034,"{""Q0"":2}",3
,1743,survey-likert,15,15,33277,0.0-15.0,p349374,fish,atypical,pufferfish,pufferfish_600x600.jpg,0.344827586206897,"{""Q0"":2}",3
,1663,survey-likert,16,16,34941,0.0-16.0,p349374,fish,atypical,sturgeon,sturgeon_600x600.jpg,0.633333333333333,"{""Q0"":3}",4
,1903,survey-likert,17,17,36845,0.0-17.0,p349374,fish,atypical,salmon,salmon_600x600.jpg,0.7,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":1326}]",1326,instructions,18,NA,38172,0.0-18.0,p349374,NA,NA,,NA,NA,,NA
,3128,survey-likert,19,18,41301,0.0-19.0,p349374,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":4}",5
,1927,survey-likert,20,19,43229,0.0-20.0,p349374,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,2022,survey-likert,21,20,45253,0.0-21.0,p349374,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":3}",4
,2190,survey-likert,22,21,47445,0.0-22.0,p349374,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":1}",2
,2014,survey-likert,23,22,49461,0.0-23.0,p349374,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,2022,survey-likert,24,23,51485,0.0-24.0,p349374,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,1526,survey-likert,25,24,53013,0.0-25.0,p349374,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":4}",5
,1974,survey-likert,26,25,54988,0.0-26.0,p349374,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,2167,survey-likert,27,26,57156,0.0-27.0,p349374,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,1647,survey-likert,28,27,58804,0.0-28.0,p349374,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,3623,survey-likert,29,28,62429,0.0-29.0,p349374,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":2}",3
,3126,survey-likert,30,29,65556,0.0-30.0,p349374,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":3}",4
,3111,survey-likert,31,30,68668,0.0-31.0,p349374,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":1}",2
,3031,survey-likert,32,31,71701,0.0-32.0,p349374,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":4}",5
,2038,survey-likert,33,32,73740,0.0-33.0,p349374,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,1807,survey-likert,34,33,75549,0.0-34.0,p349374,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":4}",5
,1654,survey-likert,35,34,77204,0.0-35.0,p349374,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":1429}]",1430,instructions,0,NA,1443,0.0-0.0,p354959,NA,NA,,NA,NA,,NA
,2586,survey-likert,1,1,4038,0.0-1.0,p354959,cat,atypical,siberian,siberian_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,2346,survey-likert,2,2,6392,0.0-2.0,p354959,cat,typical,shorthair_calico,shorthair_calico_600x600.jpg,0.758620689655172,"{""Q0"":3}",4
,5204,survey-likert,3,3,11609,0.0-3.0,p354959,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
,2022,survey-likert,4,4,13642,0.0-4.0,p354959,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":4}",5
,1374,survey-likert,5,5,15027,0.0-5.0,p354959,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":2}",3
,1490,survey-likert,6,6,16526,0.0-6.0,p354959,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":3}",4
,1691,survey-likert,7,7,18228,0.0-7.0,p354959,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":2}",3
,1283,survey-likert,8,8,19519,0.0-8.0,p354959,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":2}",3
,1428,survey-likert,9,9,20952,0.0-9.0,p354959,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":3}",4
,1311,survey-likert,10,10,22269,0.0-10.0,p354959,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,1491,survey-likert,11,11,23768,0.0-11.0,p354959,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,2095,survey-likert,12,12,25869,0.0-12.0,p354959,cat,typical,bengal,bengal_600x600.jpg,0.833333333333333,"{""Q0"":2}",3
,1601,survey-likert,13,13,27475,0.0-13.0,p354959,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":3}",4
,2111,survey-likert,14,14,29595,0.0-14.0,p354959,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":4}",5
,2210,survey-likert,15,15,31815,0.0-15.0,p354959,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":3}",4
,1415,survey-likert,16,16,33235,0.0-16.0,p354959,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":2}",3
,2513,survey-likert,17,17,35755,0.0-17.0,p354959,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":4795}]",4795,instructions,18,NA,40553,0.0-18.0,p354959,NA,NA,,NA,NA,,NA
,3578,survey-likert,19,18,44135,0.0-19.0,p354959,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":3}",4
,1152,survey-likert,20,19,45292,0.0-20.0,p354959,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,1391,survey-likert,21,20,46691,0.0-21.0,p354959,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":2}",3
,1607,survey-likert,22,21,48307,0.0-22.0,p354959,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":3}",4
,2016,survey-likert,23,22,50334,0.0-23.0,p354959,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":4}",5
,1873,survey-likert,24,23,52214,0.0-24.0,p354959,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":4}",5
,1456,survey-likert,25,24,53675,0.0-25.0,p354959,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":2}",3
,1624,survey-likert,26,25,55307,0.0-26.0,p354959,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":3}",4
,4556,survey-likert,27,26,59869,0.0-27.0,p354959,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":1}",2
,1459,survey-likert,28,27,61333,0.0-28.0,p354959,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":1}",2
,2396,survey-likert,29,28,63734,0.0-29.0,p354959,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2586,survey-likert,30,29,66326,0.0-30.0,p354959,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":4}",5
,1716,survey-likert,31,30,68050,0.0-31.0,p354959,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":3}",4
,3179,survey-likert,32,31,71238,0.0-32.0,p354959,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":0}",1
,2070,survey-likert,33,32,73318,0.0-33.0,p354959,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":0}",1
,2347,survey-likert,34,33,75670,0.0-34.0,p354959,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":0}",1
"[{""page_index"":0,""viewing_time"":17042}]",17043,instructions,0,NA,17056,0.0-0.0,p396418,NA,NA,,NA,NA,,NA
,4610,survey-likert,1,1,21668,0.0-1.0,p396418,fish,typical,koi,koi_600x600.jpg,0.393939393939394,"{""Q0"":1}",2
,7573,survey-likert,2,2,29245,0.0-2.0,p396418,fish,atypical,pufferfish,pufferfish_600x600.jpg,0.344827586206897,"{""Q0"":3}",4
,4380,survey-likert,3,3,33629,0.0-3.0,p396418,fish,typical,bass,bass_600x600.jpg,0.90625,"{""Q0"":4}",5
,4248,survey-likert,4,4,37880,0.0-4.0,p396418,fish,typical,sergeantmajor,sergeantmajor_600x600.jpg,0.939393939393939,"{""Q0"":3}",4
,2619,survey-likert,5,5,40504,0.0-5.0,p396418,fish,atypical,catfish,catfish_600x600.jpg,0.666666666666667,"{""Q0"":4}",5
,3528,survey-likert,6,6,44035,0.0-6.0,p396418,fish,atypical,lionfish,lionfish_600x600.jpg,0.785714285714286,"{""Q0"":0}",1
,3230,survey-likert,7,7,47270,0.0-7.0,p396418,fish,atypical,stingray,stingray_600x600.jpg,0.448275862068966,"{""Q0"":4}",5
,3081,survey-likert,8,8,50355,0.0-8.0,p396418,fish,atypical,sturgeon,sturgeon_600x600.jpg,0.633333333333333,"{""Q0"":3}",4
,3043,survey-likert,9,9,53401,0.0-9.0,p396418,fish,typical,angelfish,angelfish_600x600.jpg,0.823529411764706,"{""Q0"":4}",5
,3154,survey-likert,10,10,56558,0.0-10.0,p396418,fish,typical,bluetang,bluetang_600x600.jpg,0.764705882352941,"{""Q0"":0}",1
,2409,survey-likert,11,11,58972,0.0-11.0,p396418,fish,atypical,seahorse,seahorse_600x600.jpg,0.8,"{""Q0"":4}",5
,4307,survey-likert,12,12,63284,0.0-12.0,p396418,fish,atypical,salmon,salmon_600x600.jpg,0.7,"{""Q0"":4}",5
,3127,survey-likert,13,13,66416,0.0-13.0,p396418,fish,typical,bluegill,bluegill_600x600.jpg,0.882352941176471,"{""Q0"":2}",3
,2835,survey-likert,14,14,69256,0.0-14.0,p396418,fish,typical,goldfish,goldfish_600x600.jpg,0.515151515151515,"{""Q0"":4}",5
,2711,survey-likert,15,15,71972,0.0-15.0,p396418,fish,atypical,cuttlefish,cuttlefish_600x600.jpg,0.6,"{""Q0"":0}",1
,4593,survey-likert,16,16,76569,0.0-16.0,p396418,fish,atypical,betafish,betafish_600x600.jpg,0.551724137931034,"{""Q0"":1}",2
,2161,survey-likert,17,17,78736,0.0-17.0,p396418,fish,typical,clownfish,clownfish_600x600.jpg,0.65625,"{""Q0"":4}",5
"[{""page_index"":0,""viewing_time"":5830}]",5830,instructions,18,NA,84569,0.0-18.0,p396418,NA,NA,,NA,NA,,NA
,4873,survey-likert,19,18,89444,0.0-19.0,p396418,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":3}",4
,2816,survey-likert,20,19,92265,0.0-20.0,p396418,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":3}",4
,2889,survey-likert,21,20,95158,0.0-21.0,p396418,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2689,survey-likert,22,21,97850,0.0-22.0,p396418,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":4}",5
,4400,survey-likert,23,22,102254,0.0-23.0,p396418,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":1}",2
,3114,survey-likert,24,23,105372,0.0-24.0,p396418,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":4}",5
,2218,survey-likert,25,24,107594,0.0-25.0,p396418,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":4}",5
,2518,survey-likert,26,25,110117,0.0-26.0,p396418,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":4}",5
,2997,survey-likert,27,26,113119,0.0-27.0,p396418,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":4}",5
,3907,survey-likert,28,27,117031,0.0-28.0,p396418,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":3}",4
,2439,survey-likert,29,28,119474,0.0-29.0,p396418,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":4}",5
,3330,survey-likert,30,29,122808,0.0-30.0,p396418,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":4}",5
,2539,survey-likert,31,30,125352,0.0-31.0,p396418,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":0}",1
,3046,survey-likert,32,31,128400,0.0-32.0,p396418,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":3}",4
,2720,survey-likert,33,32,131124,0.0-33.0,p396418,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":4}",5
,3638,survey-likert,34,33,134766,0.0-34.0,p396418,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":0}",1
,2540,survey-likert,35,34,137312,0.0-35.0,p396418,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,2996,survey-likert,36,35,140312,0.0-36.0,p396418,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2642,survey-likert,37,36,142959,0.0-37.0,p396418,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":4}",5
,3435,survey-likert,38,37,146399,0.0-38.0,p396418,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":2}",3
"[{""page_index"":0,""viewing_time"":1840}]",1840,instructions,0,NA,1842,0.0-0.0,p420269,NA,NA,,NA,NA,,NA
,131561,survey-likert,1,1,133404,0.0-1.0,p420269,bird,typical,goldfinch,goldfinch_600x600.jpg,0.62962962962963,"{""Q0"":3}",4
,61372,survey-likert,2,2,194779,0.0-2.0,p420269,bird,typical,pigeon,pigeon_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,69749,survey-likert,3,3,264528,0.0-3.0,p420269,bird,typical,seagull,seagull_600x600.jpg,0.62962962962963,"{""Q0"":4}",5
,5240,survey-likert,4,4,269770,0.0-4.0,p420269,bird,atypical,vulture,vulture_600x600.jpg,0.5,"{""Q0"":0}",1
,2175,survey-likert,5,5,271945,0.0-5.0,p420269,bird,typical,parrot,parrot_600x600.jpg,0.481481481481481,"{""Q0"":2}",3
,23492,survey-likert,6,6,295438,0.0-6.0,p420269,bird,typical,cardinal,cardinal_600x600.jpg,0.407407407407407,"{""Q0"":2}",3
,2168,survey-likert,7,7,297608,0.0-7.0,p420269,bird,atypical,kingfisher,kingfisher_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2055,survey-likert,8,8,299663,0.0-8.0,p420269,bird,typical,falcon,falcon_600x600.jpg,0.346153846153846,"{""Q0"":1}",2
,1640,survey-likert,9,9,301305,0.0-9.0,p420269,bird,typical,cedarwaxwing,cedarwaxwing_600x600.jpg,0.72,"{""Q0"":2}",3
,3681,survey-likert,10,10,304986,0.0-10.0,p420269,bird,atypical,peacock,peacock_600x600.jpg,0.769230769230769,"{""Q0"":0}",1
,1830,survey-likert,11,11,306817,0.0-11.0,p420269,bird,atypical,heron,heron_600x600.jpg,0.259259259259259,"{""Q0"":0}",1
,8751,survey-likert,12,12,315569,0.0-12.0,p420269,bird,atypical,kookaburra,kookaburra_600x600.jpg,0.814814814814815,"{""Q0"":0}",1
,1684,survey-likert,13,13,317253,0.0-13.0,p420269,bird,atypical,pelican,pelican_600x600.jpg,0.444444444444444,"{""Q0"":1}",2
,7999,survey-likert,14,14,325253,0.0-14.0,p420269,bird,atypical,turkey,turkey_600x600.jpg,0.769230769230769,"{""Q0"":1}",2
,2049,survey-likert,15,15,327303,0.0-15.0,p420269,bird,typical,robin,robin_600x600.jpg,0.730769230769231,"{""Q0"":2}",3
,1475,survey-likert,16,16,328779,0.0-16.0,p420269,bird,typical,bluejay,bluejay_600x600.jpg,0.307692307692308,"{""Q0"":1}",2
,5116,survey-likert,17,17,333896,0.0-17.0,p420269,bird,atypical,toucan,toucan_600x600.jpg,0.703703703703704,"{""Q0"":1}",2
,2014,survey-likert,18,18,335911,0.0-18.0,p420269,bird,atypical,owl,owl_600x600.jpg,0.88,"{""Q0"":1}",2
,3913,survey-likert,19,19,339826,0.0-19.0,p420269,bird,typical,sparrow,sparrow_600x600.jpg,0.703703703703704,"{""Q0"":2}",3
,3965,survey-likert,20,20,343793,0.0-20.0,p420269,bird,atypical,puffin,puffin_600x600.jpg,0.296296296296296,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":12468}]",12468,instructions,21,NA,356261,0.0-21.0,p420269,NA,NA,,NA,NA,,NA
,3108,survey-likert,22,21,359370,0.0-22.0,p420269,fish,typical,bluetang,bluetang_600x600.jpg,0.764705882352941,"{""Q0"":2}",3
,10590,survey-likert,23,22,369962,0.0-23.0,p420269,fish,atypical,cuttlefish,cuttlefish_600x600.jpg,0.6,"{""Q0"":2}",3
,2055,survey-likert,24,23,372017,0.0-24.0,p420269,fish,atypical,catfish,catfish_600x600.jpg,0.666666666666667,"{""Q0"":3}",4
,4038,survey-likert,25,24,376057,0.0-25.0,p420269,fish,typical,clownfish,clownfish_600x600.jpg,0.65625,"{""Q0"":4}",5
,4625,survey-likert,26,25,380683,0.0-26.0,p420269,fish,atypical,stingray,stingray_600x600.jpg,0.448275862068966,"{""Q0"":1}",2
,2328,survey-likert,27,26,383012,0.0-27.0,p420269,fish,typical,goldfish,goldfish_600x600.jpg,0.515151515151515,"{""Q0"":3}",4
,147685,survey-likert,28,27,530699,0.0-28.0,p420269,fish,atypical,pufferfish,pufferfish_600x600.jpg,0.344827586206897,"{""Q0"":0}",1
,2349,survey-likert,29,28,533048,0.0-29.0,p420269,fish,typical,koi,koi_600x600.jpg,0.393939393939394,"{""Q0"":3}",4
,5378,survey-likert,30,29,538426,0.0-30.0,p420269,fish,atypical,salmon,salmon_600x600.jpg,0.7,"{""Q0"":3}",4
,1962,survey-likert,31,30,540389,0.0-31.0,p420269,fish,atypical,lionfish,lionfish_600x600.jpg,0.785714285714286,"{""Q0"":2}",3
,2062,survey-likert,32,31,542453,0.0-32.0,p420269,fish,typical,bluegill,bluegill_600x600.jpg,0.882352941176471,"{""Q0"":3}",4
,2218,survey-likert,33,32,544672,0.0-33.0,p420269,fish,typical,bass,bass_600x600.jpg,0.90625,"{""Q0"":3}",4
,2226,survey-likert,34,33,546900,0.0-34.0,p420269,fish,atypical,seahorse,seahorse_600x600.jpg,0.8,"{""Q0"":0}",1
,2115,survey-likert,35,34,549018,0.0-35.0,p420269,fish,typical,angelfish,angelfish_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
,2345,survey-likert,36,35,551365,0.0-36.0,p420269,fish,atypical,betafish,betafish_600x600.jpg,0.551724137931034,"{""Q0"":0}",1
,3108,survey-likert,37,36,554475,0.0-37.0,p420269,fish,typical,sergeantmajor,sergeantmajor_600x600.jpg,0.939393939393939,"{""Q0"":3}",4
,2116,survey-likert,38,37,556592,0.0-38.0,p420269,fish,atypical,sturgeon,sturgeon_600x600.jpg,0.633333333333333,"{""Q0"":0}",1
"[{""page_index"":0,""viewing_time"":7835}]",7836,instructions,0,NA,7848,0.0-0.0,p425485,NA,NA,,NA,NA,,NA
,5381,survey-likert,1,1,13230,0.0-1.0,p425485,dog,atypical,saintbernard,saintbernard_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,3286,survey-likert,2,2,16518,0.0-2.0,p425485,dog,typical,germanshepherd,germanshepherd_600x600.jpg,0.727272727272727,"{""Q0"":3}",4
,3135,survey-likert,3,3,19654,0.0-3.0,p425485,dog,typical,husky,husky_600x600.jpg,0.454545454545455,"{""Q0"":3}",4
,4174,survey-likert,4,4,23830,0.0-4.0,p425485,dog,atypical,greyhound,greyhound_600x600.jpg,0.666666666666667,"{""Q0"":1}",2
,3063,survey-likert,5,5,26894,0.0-5.0,p425485,dog,atypical,bassethound,bassethound_600x600.jpg,0.575757575757576,"{""Q0"":2}",3
,2447,survey-likert,6,6,29342,0.0-6.0,p425485,dog,typical,labrador,labrador_600x600.jpg,0.878787878787879,"{""Q0"":4}",5
,3647,survey-likert,7,7,32990,0.0-7.0,p425485,dog,atypical,sheepdog,sheepdog_600x600.jpg,0.75,"{""Q0"":0}",1
,2615,survey-likert,8,8,35606,0.0-8.0,p425485,dog,typical,goldenretriever,goldenretriever_600x600.jpg,0.909090909090909,"{""Q0"":4}",5
,3304,survey-likert,9,9,38911,0.0-9.0,p425485,dog,typical,beagle,beagle_600x600.jpg,0.818181818181818,"{""Q0"":4}",5
,2758,survey-likert,10,10,41670,0.0-10.0,p425485,dog,atypical,chihuahua,chihuahua_600x600.jpg,0.823529411764706,"{""Q0"":2}",3
,4919,survey-likert,11,11,46590,0.0-11.0,p425485,dog,atypical,yorkshireterrier,yorkshireterrier_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,2095,survey-likert,12,12,48686,0.0-12.0,p425485,dog,typical,rottweiler,rottweiler_600x600.jpg,0.647058823529412,"{""Q0"":3}",4
,2351,survey-likert,13,13,51038,0.0-13.0,p425485,dog,atypical,pug,pug_600x600.jpg,0.441176470588235,"{""Q0"":3}",4
,2535,survey-likert,14,14,53574,0.0-14.0,p425485,dog,typical,dalmatian,dalmatian_600x600.jpg,0.606060606060606,"{""Q0"":3}",4
,4735,survey-likert,15,15,58310,0.0-15.0,p425485,dog,typical,foxhound,foxhound_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,2271,survey-likert,16,16,60582,0.0-16.0,p425485,dog,atypical,afghanhound,afghanhound_600x600.jpg,0.787878787878788,"{""Q0"":1}",2
"[{""page_index"":0,""viewing_time"":2863}]",2863,instructions,17,NA,63446,0.0-17.0,p425485,NA,NA,,NA,NA,,NA
,6464,survey-likert,18,17,69910,0.0-18.0,p425485,cat,atypical,americancurl,americancurl_600x600.jpg,0.9375,"{""Q0"":4}",5
,2663,survey-likert,19,18,72574,0.0-19.0,p425485,cat,typical,britishshorthair,britishshorthair_600x600.jpg,0.9,"{""Q0"":4}",5
,3071,survey-likert,20,19,75646,0.0-20.0,p425485,cat,atypical,sphynx,sphynx_600x600.jpg,0.588235294117647,"{""Q0"":0}",1
,2159,survey-likert,21,20,77806,0.0-21.0,p425485,cat,atypical,sandcat,sandcat_600x600.jpg,0.823529411764706,"{""Q0"":3}",4
,3503,survey-likert,22,21,81310,0.0-22.0,p425485,cat,typical,arabianmau,arabianmau_600x600.jpg,0.9,"{""Q0"":3}",4
,1983,survey-likert,23,22,83294,0.0-23.0,p425485,cat,typical,tabby,tabby_600x600.jpg,1,"{""Q0"":4}",5
,2168,survey-likert,24,23,85463,0.0-24.0,p425485,cat,typical,chartreux,chartreux_600x600.jpg,0.793103448275862,"{""Q0"":4}",5
,4646,survey-likert,25,24,90110,0.0-25.0,p425485,cat,typical,toyger,toyger_600x600.jpg,0.933333333333333,"{""Q0"":2}",3
,5271,survey-likert,26,25,95382,0.0-26.0,p425485,cat,typical,burmese,burmese_600x600.jpg,0.931034482758621,"{""Q0"":3}",4
,2511,survey-likert,27,26,97894,0.0-27.0,p425485,cat,atypical,exotic,exotic_600x600.jpg,0.878787878787879,"{""Q0"":2}",3
,5471,survey-likert,28,27,103366,0.0-28.0,p425485,cat,typical,egyptianmau,egyptianmau_600x600.jpg,0.793103448275862,"{""Q0"":2}",3
,1839,survey-likert,29,28,105206,0.0-29.0,p425485,cat,atypical,siamese,siamese_600x600.jpg,0.848484848484849,"{""Q0"":2}",3
,2855,survey-likert,30,29,108062,0.0-30.0,p425485,cat,atypical,oriental,oriental_600x600.jpg,0.909090909090909,"{""Q0"":1}",2
,3359,survey-likert,31,30,111422,0.0-31.0,p425485,cat,atypical,cornishrex,cornishrex_600x600.jpg,0.848484848484849,"{""Q0"":1}",2
